author,title,author_title,bengali,partial_trans,correct_trans
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,রোদে রাঙা ইঁটের পাঁজা তার উপরে বসল রাজা— ঠোঙাভরা বাদাম ভাজা খাচ্ছে কিন্তু গিলছে না,रोदे राङा इँटेर पाँजा तार उपरे बसल राजा— ठोङाभरा बादाम भाजा खाच्छे किन्तु गिलछे ना,रोदे राङा इँटेर पाँजा तार उपरे बसल राजा— ठोङाभरा बादाम भाजा खाच्छे किन्तु गिलछे ना
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,"গায়ে আঁটা গরম জামা পুড়ে পিঠ হচ্ছে ঝামা; রাজা বলে, “বৃষ্টি নামা— নইলে কিচ্ছু মিলছে না","गाय़े आँटा गरम जामा पुड़े पिठ हच्छे झामा; राजा बले, “बृष्टि नामा— नइले किच्छु मिलछे ना","गाटो आँटा गरम जामा पुजे पिठ हच्छे झामा; राजा बले, “बृष्टि नामा— नइले किच्छु मिलछे ना"
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,"”থাকে সারা দুপুর ধ’রে ব’সে ব’সে চুপ্‌টি ক’রে, হাঁড়িপানা মুখটি ক’রে আঁক্‌ড়ে ধ’রে শ্লেটটুকু; ঘেমে ঘেমে উঠছে ভিজে ভ্যাবাচ্যাকা একলা নিজে, হিজিবিজি লিখছে কি যে বুঝছে না কেউ একটুকু","”थाके सारा दुपुर ध’रे ब’से ब’से चुप्‌टि क’रे, हाँड़िपाना मुखटि क’रे आँक्‌ड़े ध’रे श्लेटटुकु; घेमे घेमे उठछे भिजे भ्याबाच्याका एकला निजे, हिजिबिजि लिखछे कि ये बुझछे ना केउ एकटुकु","”थाके सारा दुपुर ध’रे ब’से ब’से चुप्‌टि क’रे, हाँड़िपाना मुखटि क’रे आँक्‌ड़े ध’रे श्लेटटुकु; घेमे घेमे उठछे भिजे भ्याबाच्याका एकला निजे, हिजिबिजि लिखछे कि ये बुझछे ना केउ एकटुकु"
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,"ঝাঁঝা রোদ আকাশ জুড়ে মাথাটার ঝাঁঝ্‌রা ফুঁড়ে, মগজেতে নাচছে ঘুরে রক্তগুলো ঝনর্ ঝন্; ঠাঠা’ - পড়া দুপুর দিনে, রাজা বলে আর বাঁচি নে, ছুটে আন্ বরফ কিনে— কচ্ছে কেমন গা ছন্‌ছন্","झाँझा रोद आकाश जुड़े माथाटार झाँझ्‌रा फुँड़े, मगजेते नाचछे घुरे रक्तगुलो झनर् झन्; ठाठा’ - पड़ा दुपुर दिने, राजा बले आर बाँचि ने, छुटे आन् बरफ किने— कच्छे केमन गा छन्‌छन्","झाँझा रोद आकाश जुले माथाटार झाँझ्‌रा फुले, मगजेते नाचछे घुरे रक्तगुलो झनर् झन्; ठाठा’ - पूजा दुपुर दिने, राजा बले आर बाँचि ने, छुटे आन् बरफ किने— कच्छे केमन गा छन्‌छन्"
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,”সবে বলে,”सबे बले,सबे बोले
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,“হায় কি হল,“हाय़ कि हल,“हाय़ कि हल
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,রাজা বুঝি ভেবেই মোলো,राजा बुझि भेबेइ मोलो,राजा बुझि भेबेइ मोलो
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,ওগো রাজা মুখটি খোল— কও না ইহার কারণ কি,ओगो राजा मुखटि खोल— कओ ना इहार कारण कि,ओगो राजा मुखटि खोल— कओ ना इहार कारण कि
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,"রাঙামুখ পানসে যেন তেলে ভাজা আম্‌সি হেন, রাজা এত ঘামছে কেন— শুনতে মোদের বারণ কি","राङामुख पानसे येन तेले भाजा आम्‌सि हेन, राजा एत घामछे केन— शुनते मोदेर बारण कि","राङामुख पानसे येन तेले भाजा आम्‌सि हेन, राजा एत घामछे केन— शुनते मोदेर वारण कि"
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,"রাজা বলে, “কেইবা শোনে যে কথাটা ঘুরছে মনে, মগজের নানান্ কোণে— আনছি টেনে বাইরে তায়, সে কথাটা বলছি শোন, যতই ভাব যতই গোণ, নাহি তার জবাব কোনো কূলকিনারা নাই রে হায়","राजा बले, “केइबा शोने ये कथाटा घुरछे मने, मगजेर नानान् कोणे— आनछि टेने बाइरे ताय़, से कथाटा बलछि शोन, यतइ भाब यतइ गोण, नाहि तार जबाब कोनो कूलकिनारा नाइ रे हाय़","राजा बले, “केइबा शोने ये कथाटा घुरछे मने, मगजेर नानान् कोणे— आनछि टेने बाइरे ताय़, से कथाटा बलछि शोन, यतइ भाव यतइ गोण, नाहि तार जवाब कोनो कूलकिनारा नाइ रे हाय़"
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,"লেখা আছে পুঁথির পাতে, ‘নেড়া যায় বেলতলাতে, ’নাহি কোনো সন্দ তাতে— কিন্তু প্রশ্ন ‘কবার যায়","लेखा आछे पुँथिर पाते, ‘नेड़ा याय़ बेलतलाते, ’नाहि कोनो सन्द ताते— किन्तु प्रश्न ‘कबार याय़","लेखा आछे पुँथिर पाते, ‘नेड़ा याय़ बेलतलाते, ’नाहि कोनो सन्द ताते— किन्तु प्रश्न ‘कबार याय़"
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,"’এ কথাটা এদ্দিনেও পারে নিকো বুঝতে কেও, লেখে নিকো পুস্তকেও, দিচ্ছে না কেউ জবাব তায়","’ए कथाटा एद्दिनेओ पारे निको बुझते केओ, लेखे निको पुस्तकेओ, दिच्छे ना केउ जबाब ताय़","’ए कथाटा एद्दिनेओ पारे निको बुझते केओ, लेखे निको पुस्तकेओ, दिच्छे ना केउ जवाब ताൻ"
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,লাখোবার যায় যদি সে যাওয়া তার ঠেকায় কিসে,लाखोबार याय़ यदि से याओय़ा तार ठेकाय़ किसे,लाखोबार याय़ यदि से याओय़ा तार ठेकाय़ किसे
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,ভেবে তাই পাই নে দিশে নাই কি কিচ্ছু উপায় তার,भेबे ताइ पाइ ने दिशे नाइ कि किच्छु उपाय़ तार,भेबे ताइ पाइ ने दिशे नाइ कि किच्छु उपात तार
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,”এ কথাটা যেমনি বলা রোগা এক ভিস্তিওলা ঢিপ্ ক’রে বাড়িয়ে গলা প্রণাম করল দু’পায় তাঁর,”ए कथाटा येमनि बला रोगा एक भिस्तिओला ढिप् क’रे बाड़िय़े गला प्रणाम करल दु’पाय़ ताँर,”ए कथाटा येमनि बला रोगा एक भिस्तिओला ढिप् क’रे बाड़िय़े गला प्रणाम करल दु’पाय़ ताँर
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,"হেসে বলে, “আজ্ঞে সে কি","हेसे बले, “आज्ञे से कि","हसे बोले, “आज्ञे से कि"
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,এতে আর গোল হবে কি,एते आर गोल हबे कि,एते आर गोल हबे कि
Sukumar Ray,নেড়া বেলতলায় যায় ক’বার?,Sukumar Ray - নেড়া বেলতলায় যায় ক’বার?,নেড়াকে তো নিত্যি দেখি আপন চোখে পরিষ্কার— আমাদেরি বেলতলা সে নেড়া সেথা খেলতে আসে হরে দরে হয়তো মাসে নিদেন পক্ষে পঁচিশ বার,नेड़ाके तो नित्यि देखि आपन चोखे परिष्कार— आमादेरि बेलतला से नेड़ा सेथा खेलते आसे हरे दरे हय़तो मासे निदेन पक्षे पँचिश बार,नेड़ाके तो नित्यि देखि आपन चोखे परिष्कार— आमादेरि बेलतला से नेड़ा सेथा खेलते आसे हरे दरे हँतो मासे निदेन पक्षे पँचिश बार
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,ও শ্যামাদাস,ओ श्यामादास,ओ श्यामादास
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,"আয় তো দেখি, বোস তো দেখি এখেনে, সেই কথাটা বুঝিয়ে দেব পাঁচ মিনিটে, দেখে নে","आय़ तो देखि, बोस तो देखि एखेने, सेइ कथाटा बुझिय़े देब पाँच मिनिटे, देखे ने","आय़ तो देखि, बोस तो देखि एखेने, सेइ कथाटा बुझिय़े देव पाँच मिनिटे, देखे ने"
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,জ্বর হয়েছে,ज्वर हय़ेछे,ज्वर हय़ेछे
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,মিথ্যে কথা,मिथ्ये कथा,मिथ्ये कथा
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,"ও - সব তোদের চালাকি— এই যে বাবা চেচাঁচ্ছিলি, শুনতে পাই নি","ओ - सब तोदेर चालाकि— एइ ये बाबा चेचाँच्छिलि, शुनते पाइ नि","ओ - सब तोदेर चालाकि— एइ ये बाबा चेचाँच्छिलि, शुनते पाइ नि"
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,কালা কি,काला कि,काला कि
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,মামার ব্যামো,मामार ब्यामो,मामार ब्यामो
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,বদ্যি ডাকবি,बद्यि डाकबि,बद्यि डाकबि
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,ডাকিস নাহয় বিকেলে; না হয় আমি বাৎলে দেব বাঁচবে মামা কি খেলে,डाकिस नाहय़ बिकेले; ना हय़ आमि बात्ले देब बाँचबे मामा कि खेले,डाकिस नाह् बिकेले; ना ह् आमि बात्ले देव बाँचबे मामा कि खेले
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,আজকে তোকে সেই কথাটা বোঝাবই বোঝাব— না বুঝবি তো মগজে তোর গজাল মেরে গোঁজাব,आजके तोके सेइ कथाटा बोझाबइ बोझाब— ना बुझबि तो मगजे तोर गजाल मेरे गोँजाब,आजके तोके सेइ कथाटा बोझाबइ बोझाब— ना बुझबि तो मगजे तोर गजाल मेरे गोँजाब
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,কোন কথাটা,कोन कथाटा,कोन कथाटा
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,তাও ভুলেছিস্,ताओ भुलेछिस्,ताओ भुलेछिस्
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,ছেড়ে দিছিস্ হাওয়াতে,छेड़े दिछिस् हाओय़ाते,छेड़े दिछिस् हाओय़ाते
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,কি বল্‌ছিলেম পরশু রাতে বিষ্টু বোসের দাওয়াতে,कि बल्‌छिलेम परशु राते बिष्टु बोसेर दाओय़ाते,कि बल्‌छिलेम परशु राते विष्टु बोसेर दाओय़ाते
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,"ভুলিস নি তো বেশ করেছিস্, আবার শুনলে ক্ষেতি কি","भुलिस नि तो बेश करेछिस्, आबार शुनले क्षेति कि","भुलिस नि तो वेश करेछिस्, आवार शुनले क्षेति कि"
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,"বড় যে তুই পালিয়ে বেড়াস্, মাড়াস্ নে যে এদিক্‌ই","बड़ ये तुइ पालिय़े बेड़ास्, माड़ास् ने ये एदिक्‌इ","बड़ ये तुइ पालिय़े बेड़ास्, माड़ास् ने ये एदिक्‌इ"
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,"বলছি দাঁড়া, ব্যস্ত কেন","बलछि दाँड़ा, ब्यस्त केन","बलछि दाँड़ा, व्यस्त केन"
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,বোস্ তাহলে নিচুতেই— আজকালের এই ছোক্‌রাগুলোর তর্ সয় না কিছুতেই,बोस् ताहले निचुतेइ— आजकालेर एइ छोक्‌रागुलोर तर् सय़ ना किछुतेइ,बोस् ताहले निचुतेइ— आजकालेर एइ छोक्‌रागुलोर तर् सण ना किछुतेइ
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,আবার দেখ,आबार देख,आवार देख
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,বসলি কেন,बसलि केन,बसलि केन
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,বইগুলো আন্ নামিয়ে— তুই থাক্‌তে মুটের বোঝা বইতে যাব আমি এ,बइगुलो आन् नामिय़े— तुइ थाक्‌ते मुटेर बोझा बइते याब आमि ए,बइगुलो आन् नामिय़े— तुइ थाक्‌ते मुटेर बोझा बइते याव आमि ए
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,"সাবধানে আন্, ধরছি দাঁড়া— সেই আমাকেই ঘামালি, এই খেয়েছে কোন আক্কেলে শব্দকোষটা নামালি","साबधाने आन्, धरछि दाँड़ा— सेइ आमाकेइ घामालि, एइ खेय़ेछे कोन आक्केले शब्दकोषटा नामालि","साबधाने आन्, धरछि दाँड़ा— सेइ आमाकेइ घामालि, एइ खेय़ेछे कोन आक्केले शब्दकोषटा नामालि"
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,ঢের হয়েছে,ढेर हय़ेछे,ढेर हय़ेछे
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,আয় দেখি তুই বোস্ তো দেখি এদিকে— ওরে গোপাল গোটাকয়েক পান দিতে বল খেঁদিকে,आय़ देखि तुइ बोस् तो देखि एदिके— ओरे गोपाल गोटाकय़ेक पान दिते बल खेँदिके,आय़ देखि तुइ बोस् तो देखि एदिके— ओरे गोपाल गोटाकय़ेक पान दिते बल खेँदिके
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,"বলছিলাম কি, বস্তুপিণ্ড সুক্ষ্ম হতে স্থুলেতে, অর্থাৎ কিনা লাগছে ঠেলা পঞ্চভূতের মূলেতে— গোড়ায় তবে দেখতে হবে কোত্থেকে আর কি ক’রে, রস জমে ওই প্রপঞ্চময় বিশ্বতরুর শিকড়ে","बलछिलाम कि, बस्तुपिण्ड सुक्ष्म हते स्थुलेते, अर्थात् किना लागछे ठेला पञ्चभूतेर मूलेते— गोड़ाय़ तबे देखते हबे कोत्थेके आर कि क’रे, रस जमे ओइ प्रपञ्चमय़ बिश्वतरुर शिकड़े","बलछिलाम कि, बस्तुपिण्ड सुक्ष्म हते स्थुलेते, अर्थात् किना लागछे ठेला पञ्चभूतेर मूलेते— गोड़ाय़ तबे देखते हबे कोत्थेके आर कि क’रे, रस जमे ओइ प्रपञ्चमय़ बिश्वतरुर शिकड़े"
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,"অর্থাৎ কিনা, এই মনে কর্ রোদ পড়েছে ঘাসেতে, এই মনে কর্, চাঁদের আলো পড়লো তারই পাশেতে— আবার দেখ","अर्थात् किना, एइ मने कर् रोद पड़ेछे घासेते, एइ मने कर्, चाँदेर आलो पड़लो तारइ पाशेते— आबार देख","अर्थात् किना, एइ मने कर् रोद पड़ेछे घासेते, एइ मने कर्, चाँदेर आलो पड़लो तारइ पाशेते— आवार देख"
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,এরই মধ্যে হাই তোলবার মানে কি,एरइ मध्ये हाइ तोलबार माने कि,एरइ मध्ये हाई तोलबार माने कि
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,"আকাশপানে তাকাস্ খালি, যাচ্ছে কথা কানে কি","आकाशपाने ताकास् खालि, याच्छे कथा काने कि","आकाशपाने ताकास् खालि, याच्छे कथा काने कि"
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,কি বল্লি তুই,कि बल्लि तुइ,कि वल्लि तुइ
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,এ - সব শুধু আবোল তাবোল বকুনি,ए - सब शुधु आबोल ताबोल बकुनि,ए - सब शुधु आबोल ताबोल बकुनि
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,"বুঝতে হলে মগজ লাগে, বলেছিলাম তখনি","बुझते हले मगज लागे, बलेछिलाम तखनि","बुझते हले मगज लागे, बलेछिलाम तखनि"
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,"মগজভরা গোবর তোদের হচ্ছে ঘুঁটে শুকিয়ে, যায় কি দেওয়া কোনো কথা তার ভেতরে ঢুকিয়ে","मगजभरा गोबर तोदेर हच्छे घुँटे शुकिय़े, याय़ कि देओय़ा कोनो कथा तार भेतरे ढुकिय़े","मगजभरा गोबर तोदेर हच्छे घुँटे शुकिटे, यात कि देओटा कोनो कथा तार भेतरे ढुकिटे"
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,ও শ্যামাদাস,ओ श्यामादास,ओ श्यामादास
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,উঠলি কেন,उठलि केन,उठलि केन
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,কেবল যে চাস্ পালাতে,केबल ये चास् पालाते,केवल ये चास् पालाते
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,না শুনবি তো মিথ্যে সবাই আসিস কেন জ্বালাতে,ना शुनबि तो मिथ्ये सबाइ आसिस केन ज्वालाते,ना शुनबि तो मिथ्ये सबाइ आसिस केन ज्वालाते
Sukumar Ray,বুঝিয়ে বলা,Sukumar Ray - বুঝিয়ে বলা,তত্বকথা যায় না কানে যতই মরি চেঁচিয়ে— ইচ্ছে করে ডান্‌পিটেদের কান ম’লে দি পেঁচিয়ে,तत्वकथा याय़ ना काने यतइ मरि चेँचिय़े— इच्छे करे डान्‌पिटेदेर कान म’ले दि पेँचिय़े,तत्वकथा याय़ ना काने यतइ मरि चेँचिय़े— इच्छे करे डान्‌पिटेदेर कान म’ले दि पेँचिय़े
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,"ঠাস্ ঠাস্ দ্রুম্ দ্রাম্, শুনে লাগে খট্‌কা— ফুল ফোটে","ठास् ठास् द्रुम् द्राम्, शुने लागे खट्‌का— फुल फोटे","ठास् ठास् द्रुम् द्राम्, शुने लागे खट्‌का— फुल फोटे"
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,তাই বল,ताइ बल,ताइ बल
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,আমি ভাবি পট্‌কা,आमि भाबि पट्‌का,आमि भावि पट्‌का
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,"শাঁই শাঁই পন্‌পন্, ভয়ে কান্ বন্ধ— ওই বুঝি ছুটে যায় সে - ফুলের গন্ধ","शाँइ शाँइ पन्‌पन्, भय़े कान् बन्ध— ओइ बुझि छुटे याय़ से - फुलेर गन्ध","शाँइ शाँइ पन्‌पन्, भे कान् बन्ध— ओइ बुझि छुटे याेँ से - फुलेर गन्ध"
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,হুড়মুড় ধুপ্‌ধাপ্— ওকি শুনি ভাই রে,हुड़मुड़ धुप्‌धाप्— ओकि शुनि भाइ रे,हुड़मुड़ धुप्‌धाप्— ओकि शुनि भाइ रे
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,দেখ্‌ছ না হিম পড়ে— যেও নাকো বাইরে,देख्‌छ ना हिम पड़े— येओ नाको बाइरे,देख्‌छ ना हिम पूजे— ये नाको बाइरे
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,চুপ চুপ ঐ শোন্,चुप चुप ऐ शोन्,चुप चुप ऐ शोन्
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,ঝুপ্ ঝাপ্ ঝ - পাস,झुप् झाप् झ - पास,झुप् झाप् झ - पास
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,চাঁদ বুঝি ডুবে গেল,चाँद बुझि डुबे गेल,चाँद बुझि डूबे गेल
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,গব্ গব্ গ - বাস,गब् गब् ग - बास,गव् गव् ग - बास
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,"খ্যাঁশ্ খ্যাঁশ্ ঘ্যাঁচ্ ঘ্যাঁচ্, রাত কাটে ওই রে","ख्याँश् ख्याँश् घ्याँच् घ्याँच्, रात काटे ओइ रे","ख्याँश् ख्याँश् घ्याँच् घ्याँच्, रात काटे ओइ रे"
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,দুড় দাড়্ চুরমার— ঘুম ভাঙে কই রে,दुड़ दाड़् चुरमार— घुम भाङे कइ रे,दुड़ दाड़् चुरमार— घुम भाङे कइ रे
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,ঘর্‌ঘর্ ভন্ ভন্ ঘোরে কত চিন্তা,घर्‌घर् भन् भन् घोरे कत चिन्ता,घर्‌घर् भन् भन् घोरे कत चिन्ता
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,কত মন নাচে শোন্— ধেই ধেই ধিন্‌তা,कत मन नाचे शोन्— धेइ धेइ धिन्‌ता,कत मन नाचे शोन्— धेइ धेइ धिन्‌ता
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,"ঠুং ঠাং ঢং ঢং, কত ব্যথা বাজে রে— ফট্ ফট্ বুক ফাটে তাই মাঝে মাঝে রে","ठुं ठां ढं ढं, कत ब्यथा बाजे रे— फट् फट् बुक फाटे ताइ माझे माझे रे","ठुं ठां ढं ढं, कत व्यथा बाजे रे— फट् फट् बुक फाटे ताइ माझे माझे रे"
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,হৈ হৈ মার্ মার্ ‘বাপ্ বাপ্’ চিৎকার— মালকোঁচা মারে বুঝি,है है मार् मार् ‘बाप् बाप्’ चित्कार— मालकोँचा मारे बुझि,है है मार् मार् ‘बाप् बाप्’ चित्कार— मालकोँचा मारे बुझि
Sukumar Ray,শব্দকল্পদ্রুম,Sukumar Ray - শব্দকল্পদ্রুম,সরে পড়্ এইবার,सरे पड़् एइबार,सरे पड़् एइबार
Sukumar Ray,বুড়ির বাড়ি,Sukumar Ray - বুড়ির বাড়ি,"গালভরা হাসিমুখে চালভাজা মুড়ি, ঝুরঝুরে প’ড়ো ঘরে থুর্‌থুরে বুড়ি","गालभरा हासिमुखे चालभाजा मुड़ि, झुरझुरे प’ड़ो घरे थुर्‌थुरे बुड़ि","गालभरा हासिमुखे चालभाजा मुखि, झुरझुरे प’रो घरे थुर्‌थुरे बुखि"
Sukumar Ray,বুড়ির বাড়ি,Sukumar Ray - বুড়ির বাড়ি,"কাঁথাভরা ঝুলকালি, মাথাভরা ধুলো, মিট্‌মিটে ঘোলা চোখ, পিঠখানা কুলো","काँथाभरा झुलकालि, माथाभरा धुलो, मिट्‌मिटे घोला चोख, पिठखाना कुलो","काँथाभरा झुलकालि, माथाभरा धुलो, मिट्‌मिटे घोला चोख, पिठखाना कुलो"
Sukumar Ray,বুড়ির বাড়ি,Sukumar Ray - বুড়ির বাড়ি,"কাঁটা দিয়ে আঁটা ঘর— আঠা দিয়ে সেঁটে, সুতো দিয়ে বেঁধে রাখে থুতু দিয়ে চেটে","काँटा दिय़े आँटा घर— आठा दिय़े सेँटे, सुतो दिय़े बेँधे राखे थुतु दिय़े चेटे","काँटा दिये आँटा घर— आठा दिये सेँटे, सुतो दिये बेँधे राखे थुतु दिये चेटे"
Sukumar Ray,বুড়ির বাড়ি,Sukumar Ray - বুড়ির বাড়ি,"ভর দিতে ভয় হয় ঘর বুঝি পড়ে, খক্ খক্ কাশি দিলে ঠক্ ঠক্ নড়ে","भर दिते भय़ हय़ घर बुझि पड़े, खक् खक् काशि दिले ठक् ठक् नड़े","भर दिते भय़ हय़ घर बुझि पड़े, खक् खक् काशि दिले ठक् ठक् नड़े"
Sukumar Ray,বুড়ির বাড়ি,Sukumar Ray - বুড়ির বাড়ি,"ডাকে যদি ফিরিওয়ালা, হাঁকে যদি গাড়ি, খসে পড়ে কড়িকাঠ ধসে যদি বাড়ি","डाके यदि फिरिओय़ाला, हाँके यदि गाड़ि, खसे पड़े कड़िकाठ धसे यदि बाड़ि","डाके यदि फिरिओय़ाला, हाँके यदि गाड़ि, खसे पड़े कड़िकाठ धसे यदि बाड़ि"
Sukumar Ray,বুড়ির বাড়ি,Sukumar Ray - বুড়ির বাড়ি,"বাঁকাচোরা ঘরদোর ফাঁকা ফাঁকা কত, ঝাঁট দিলে ঝ’রে পড়ে কাঠকুটো যত","बाँकाचोरा घरदोर फाँका फाँका कत, झाँट दिले झ’रे पड़े काठकुटो यत","बाँकाचोरा घरदोर फाँका फाँका कत, झाँट दिले झ’रे पड़े काठकुटो यत"
Sukumar Ray,বুড়ির বাড়ি,Sukumar Ray - বুড়ির বাড়ি,"ছাদগুলো ঝুলে পড়ে বাদ্‌লায় ভিজে, একা বুড়ি কাঠি গুঁজে ঠেকা দেয় নিজে","छादगुलो झुले पड़े बाद्‌लाय़ भिजे, एका बुड़ि काठि गुँजे ठेका देय़ निजे","छादगुलो झुले पड़े बाद्‌लाय़ भिजे, एका बुड़ि काठि गुँजे ठेका देय़ निजे"
